,City,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed,Country,Date
286,Atar,20.5169,-13.0499,68.88,14,100,9.44,MR,1638414651
287,Madison,34.7334,-86.5667,56.84,83,75,14.0,US,1638414652
288,Tuy Hoa,13.0833,109.3,73.54,87,100,15.41,VN,1638414652
289,Ulaangom,49.9811,92.0667,8.65,81,86,3.18,MN,1638414652
290,Jacksonville,30.3322,-81.6556,59.0,86,75,0.0,US,1638414529
291,Naze,28.3667,129.4833,58.41,65,87,12.97,JP,1638414652
292,Rognan,67.0953,15.3878,18.88,90,100,1.43,NO,1638414595
293,Umba,66.6871,34.3429,22.78,80,100,16.58,RU,1638414653
294,Carnarvon,-24.8667,113.6333,75.22,51,0,22.77,AU,1638414653
295,Lompoc,34.6391,-120.4579,68.14,100,90,0.0,US,1638414653
296,Manzhouli,49.6,117.4333,14.86,65,0,25.01,CN,1638414634
297,Meulaboh,4.1363,96.1285,80.91,76,47,5.64,ID,1638414654
298,Provideniya,64.3833,-173.3,0.36,50,0,4.47,RU,1638414654
299,Oudtshoorn,-33.5907,22.2014,60.55,79,100,6.2,ZA,1638414654
300,Bend,44.0582,-121.3153,57.49,68,1,1.01,US,1638414361
301,Ternate,0.8,127.4,82.09,77,100,8.52,ID,1638414655
302,Nome,64.5011,-165.4064,-9.33,65,1,6.91,US,1638414467
303,Pāsighāt,28.0667,95.3333,73.76,42,94,1.25,IN,1638414655
304,Cartagena,10.3997,-75.5144,78.42,89,20,3.44,CO,1638414644
305,Sørland,67.667,12.6934,35.83,54,100,35.86,NO,1638414388
306,Bashtanka,47.4072,32.4387,31.17,82,53,7.67,UA,1638414655
307,Vitim,59.4511,112.5578,-1.05,94,100,6.29,RU,1638414656
308,Pevek,69.7008,170.3133,-9.81,96,99,4.74,RU,1638414656
309,Esso,55.9333,158.7,24.69,96,100,9.26,RU,1638414656
310,Cairns,-16.9167,145.7667,101.07,59,92,14.97,AU,1638414657
311,Shar,49.5886,81.0453,18.57,75,1,11.7,KZ,1638414657
312,Awjilah,29.1081,21.2869,55.0,77,78,4.41,LY,1638414657
313,Marovoay,-16.1,46.6333,77.14,71,5,4.85,MG,1638414658
314,Lagoa,39.05,-27.9833,62.8,82,0,7.83,PT,1638414658
315,Solwezi,-12.1688,26.3894,60.21,82,74,1.74,ZM,1638414658
316,Kaeo,-35.1,173.7833,67.32,93,100,10.18,NZ,1638414658
317,Ust'-Kan,50.9276,84.761,7.59,73,2,4.56,RU,1638414659
318,Kahului,20.8947,-156.47,79.86,80,40,17.27,US,1638414488
319,Angoche,-16.2325,39.9086,76.73,87,3,5.93,MZ,1638414659
320,Sittwe,20.15,92.9,77.45,53,16,6.13,MM,1638414659
321,Rundu,-17.9333,19.7667,68.76,71,96,5.73,NA,1638414660
322,Chicama,-7.8447,-79.1469,61.34,81,96,5.37,PE,1638414660
323,Meadow Lake,34.8014,-106.5436,53.17,30,58,3.69,US,1638414660
324,Honningsvåg,70.9821,25.9704,36.19,55,100,28.68,NO,1638414660
325,Haines Junction,60.7522,-137.5108,13.53,98,100,0.94,CA,1638414661
326,Kosmynino,57.5818,40.7643,22.48,92,99,13.51,RU,1638414661
327,Port Elizabeth,-33.918,25.5701,66.09,85,99,18.28,ZA,1638414661
328,Yangi Marg`ilon,40.4272,71.7189,34.52,64,16,9.22,UZ,1638414662
329,Yining,29.0361,114.5636,54.88,34,9,1.83,CN,1638414662
330,Hualmay,-11.0964,-77.6139,65.7,86,96,6.82,PE,1638414662
331,Kieta,-6.2167,155.6333,85.75,67,99,4.47,PG,1638414662
332,Gijang,35.2442,129.2139,42.57,42,0,6.62,KR,1638414663
333,Moussoro,13.6408,16.4901,72.03,20,9,17.22,TD,1638414663
334,Maricá,-22.9194,-42.8186,76.86,91,62,4.27,BR,1638414663
335,Koumac,-20.5667,164.2833,85.19,66,49,0.65,NC,1638414664
336,Loíza,18.4313,-65.8802,80.87,88,75,12.66,PR,1638414664
337,Banjar,-8.19,114.9675,84.06,81,100,1.16,ID,1638414664
338,Lixouri,38.2019,20.4314,55.96,67,90,4.94,GR,1638414664
339,Magadan,59.5667,150.8,9.32,84,99,31.9,RU,1638414665
340,Igrim,63.1906,64.4162,14.95,95,100,8.43,RU,1638414665
341,Shaoxing,30.011,120.5715,46.35,32,0,4.81,CN,1638414665
342,Fairlie,55.756,-4.8556,36.23,80,40,15.46,GB,1638414665
343,Strängnäs,59.3774,17.0312,32.31,71,100,13.09,SE,1638414666
344,Melo,-32.3667,-54.1833,54.48,88,17,7.2,UY,1638414666
345,Dandong,40.1292,124.3947,41.38,51,2,12.8,CN,1638414618
346,Rabo de Peixe,37.8,-25.5833,60.31,96,20,6.91,PT,1638414667
347,Sur,22.5667,59.5289,72.32,59,0,4.12,OM,1638414667
348,Salinas,36.6777,-121.6555,65.82,49,1,3.44,US,1638414569
349,Nacogdoches,31.6002,-94.6335,59.79,96,1,0.0,US,1638414667
350,Viedma,-40.8135,-62.9967,65.91,71,75,17.49,AR,1638414668
351,L'govskiy,51.6307,35.2775,26.94,88,25,7.58,RU,1638414668
352,Nhulunbuy,-12.2333,136.7667,92.01,58,75,12.66,AU,1638414668
353,Lorengau,-2.0226,147.2712,83.08,78,100,3.02,PG,1638414668
354,Chernyshevskiy,63.0128,112.4714,-12.98,97,100,1.48,RU,1638414669
355,Turan,16.0678,108.2208,71.58,83,40,6.91,VN,1638414669
356,Mananjary,-21.2167,48.3333,74.16,88,54,3.04,MG,1638414669
357,Maribo,54.7766,11.5002,34.95,93,100,29.37,DK,1638414670
358,Kenai,60.5544,-151.2583,19.15,90,90,0.0,US,1638414670
359,Chiapilla,16.5167,-92.7333,71.4,84,13,2.82,MX,1638414670
360,Mirny,62.5353,113.9611,-12.21,95,100,3.89,RU,1638414670
361,São Raimundo Nonato,-9.0153,-42.6994,77.18,68,92,2.28,BR,1638414671
362,Faya,18.3851,42.4509,52.32,55,2,3.0,SA,1638414671
363,Vysokogornyy,50.1167,139.15,7.95,91,100,19.22,RU,1638414671
364,Port Shepstone,-30.7414,30.455,71.49,85,100,6.2,ZA,1638414671
365,Aksu,41.1231,80.2644,27.01,41,0,2.93,CN,1638414632
366,Hambantota,6.1241,81.1185,79.5,75,55,3.91,LK,1638414672
367,Guarapari,-20.6667,-40.4975,76.89,94,16,7.85,BR,1638414672
368,Husavik,66.0449,-17.3389,24.46,83,100,14.43,IS,1638414672
369,Maţāy,28.419,30.7792,57.31,73,93,7.72,EG,1638414673
370,Cap Malheureux,-19.9842,57.6142,82.47,66,1,8.99,MU,1638414673
371,Saint-Pierre,-21.3393,55.4781,75.18,77,75,5.75,RE,1638414673
372,Baykit,61.67,96.37,3.88,98,100,1.34,RU,1638414674
373,Zhigansk,66.7697,123.3711,-40.94,98,66,6.62,RU,1638414674
374,Manado,1.487,124.8455,90.37,62,20,3.44,ID,1638414674
375,Sūsangerd,31.5608,48.1831,66.11,72,100,10.56,IR,1638414675
376,Sabha,27.0377,14.4283,53.89,48,99,8.88,LY,1638414675
377,Longyearbyen,78.2186,15.6401,10.24,61,20,8.05,SJ,1638414676
378,Goma,-1.6792,29.2228,60.82,90,89,3.24,CD,1638414676
379,Veydelevka,50.1521,38.4492,26.42,86,49,8.57,RU,1638414677
380,Portales,34.1862,-103.3344,51.94,38,5,4.92,US,1638414540
381,Sangar,63.9242,127.4739,-30.03,97,11,4.59,RU,1638414677
382,Suárez,2.954,-76.6964,66.67,98,100,2.13,CO,1638414677
383,Bethanien,-26.502,17.1583,57.09,42,41,4.97,NA,1638414678
384,Saint George,37.1041,-113.5841,56.53,32,1,1.99,US,1638414590
385,Versailles,48.8,2.1333,42.46,94,75,11.5,FR,1638414678
386,Valleyview,55.0667,-117.2859,31.53,76,8,6.6,CA,1638414678
387,Marsh Harbour,26.5412,-77.0636,74.55,77,40,16.58,BS,1638414678
388,Quatre Cocos,-20.2078,57.7625,82.09,71,10,13.09,MU,1638414679
389,Mahon,39.8885,4.2658,52.36,93,20,6.91,ES,1638414679
390,São Félix do Xingu,-6.6447,-51.995,72.37,99,100,1.03,BR,1638414679
391,Shiloh,38.5614,-89.8973,55.09,65,1,4.61,US,1638414680
392,Playa del Carmen,20.6274,-87.0799,74.89,97,40,0.0,MX,1638414396
393,Xai-Xai,-25.0519,33.6442,67.86,96,7,6.67,MZ,1638414680
394,Payson,40.0444,-111.7321,49.41,58,40,3.0,US,1638414680
395,Ostrovnoy,68.0531,39.5131,26.69,78,100,31.94,RU,1638414681
396,Najrān,17.4924,44.1277,52.21,34,0,3.4,SA,1638414547
397,Nantucket,41.2835,-70.0995,46.51,61,1,8.05,US,1638414463
398,Cuamba,-14.8031,36.5372,70.41,83,5,4.18,MZ,1638414681
399,Guadalupe,25.6833,-100.25,77.14,77,75,4.61,MX,1638414681
400,Kargat,55.1956,80.2811,10.17,90,90,7.96,RU,1638414682
401,Muhafazat Lahij,13.1667,44.5833,67.33,73,0,3.83,YE,1638414682
402,Mēga,4.05,38.3,57.69,58,83,6.11,ET,1638414682
403,Port Macquarie,-31.4333,152.9167,76.89,94,75,12.66,AU,1638414682
404,Serenje,-13.2325,30.2352,62.76,65,5,2.71,ZM,1638414683
405,Hamilton,39.1834,-84.5333,53.11,88,90,1.01,US,1638414683
406,Tayoltita,24.0833,-105.9333,63.64,66,20,6.02,MX,1638414683
407,Mungwi,-10.1732,31.3694,65.52,76,33,5.28,ZM,1638414684
408,Poum,-20.2333,164.0167,82.27,74,36,14.25,NC,1638414684
409,Ilulissat,69.2167,-51.1,27.01,67,90,11.05,GL,1638414684
410,Labuhan,-6.8844,112.2051,84.36,68,100,4.65,ID,1638414684
411,Kavieng,-2.5744,150.7967,85.5,66,57,8.21,PG,1638414685
412,Dikson,73.5069,80.5464,-8.28,96,100,16.2,RU,1638414685
413,Harper,4.375,-7.7169,78.62,83,47,6.06,LR,1638414685
414,Tautira,-17.7333,-149.15,86.02,76,100,18.95,PF,1638414685
415,Ryōtsu-minato,38.0833,138.4333,43.93,65,92,16.89,JP,1638414686
416,Neosho,36.869,-94.368,54.79,74,58,7.92,US,1638414411
417,Hofn,64.2539,-15.2082,28.29,94,100,6.67,IS,1638414686
418,Sandakan,5.8402,118.1179,85.12,67,88,5.23,MY,1638414686
419,Chapais,49.7834,-74.8492,13.26,90,100,6.89,CA,1638414687
420,Rock Springs,41.5875,-109.2029,45.23,58,1,5.99,US,1638414651
421,Vila Franca do Campo,37.7167,-25.4333,61.21,85,23,5.68,PT,1638414687
422,Solnechnyy,50.7214,136.6319,15.15,67,66,4.03,RU,1638414687
423,Gordeyevka,52.9569,31.9703,25.61,89,87,11.61,RU,1638414688
424,Andenes,69.3143,16.1194,33.78,55,100,24.16,NO,1638414392
425,Yerbogachën,61.2767,108.0108,-18.42,97,94,3.8,RU,1638414688
426,Iporá,-16.4419,-51.1178,70.9,90,98,2.66,BR,1638414688
427,Bela,25.9333,81.9833,67.78,42,99,4.59,IN,1638414688
428,São José da Coroa Grande,-8.8978,-35.1478,78.44,84,93,9.24,BR,1638414689
429,Broome,42.2506,-75.833,38.46,76,90,1.99,US,1638414689
430,Alegrete,-29.7831,-55.7919,64.51,77,9,11.86,BR,1638414689
431,Lewistown,40.5992,-77.5714,43.25,89,90,0.0,US,1638414690
432,Lokosovo,61.1333,74.8167,35.06,87,100,14.56,RU,1638414690
433,Whitecourt,54.1502,-115.6855,27.54,96,48,3.09,CA,1638414690
434,Constitución,-35.3333,-72.4167,52.14,87,80,10.07,CL,1638414691
435,Ozieri,40.586,9.0012,47.82,91,98,10.13,IT,1638414691
436,Sassandra,4.95,-6.0833,77.16,89,45,3.94,CI,1638414691
437,Shaoyang,27.2315,111.4525,53.94,33,0,1.72,CN,1638414691
438,Nouadhibou,20.931,-17.0347,66.51,46,63,21.05,MR,1638414692
439,Al Bardīyah,31.7561,25.0865,58.42,61,83,12.24,LY,1638414692
440,Mana,5.6592,-53.7767,77.14,91,100,10.47,GF,1638414692
441,Sungai Raya,0.7,108.9,88.25,60,91,2.04,ID,1638414693
442,El Pueblito,20.5333,-100.45,56.44,54,78,6.76,MX,1638414693
443,Turukhansk,65.8167,87.9833,-4.88,88,88,12.06,RU,1638414693
444,Shitanjing,39.2342,106.3439,29.75,32,0,8.77,CN,1638414693
445,Litovko,49.2361,135.1742,7.02,79,73,8.21,RU,1638414694
446,Teknāf,20.8624,92.3058,77.76,58,44,2.71,BD,1638414694
447,Salyan,39.5936,48.9805,48.49,75,94,8.01,AZ,1638414694
448,Xingyi,24.1877,102.817,53.24,73,69,4.34,CN,1638414694
449,Mount Gambier,-37.8333,140.7667,64.31,68,90,10.36,AU,1638414695
450,Westport,41.1415,-73.3579,46.98,75,90,1.01,US,1638414518
451,Riyadh,24.6877,46.7219,59.05,36,0,4.61,SA,1638414513
452,Souillac,-20.5167,57.5167,82.36,74,75,6.91,MU,1638414695
453,Korla,41.7597,86.1469,25.7,61,1,2.66,CN,1638414695
454,Antalaha,-14.9003,50.2788,73.56,88,47,5.19,MG,1638414696
455,Antofagasta,-23.65,-70.4,63.68,82,48,3.96,CL,1638414696
456,Micheweni,-4.9667,39.8333,77.9,81,55,4.79,TZ,1638414696
457,Eydhafushi,5.1033,73.0708,81.39,76,20,3.6,MV,1638414696
458,Murray Bridge,-35.1167,139.2667,85.82,56,13,17.98,AU,1638414697
459,Chu,43.5983,73.7614,37.6,52,53,8.41,KZ,1638414697
460,Siguiri,11.6667,-9.5,73.54,24,8,1.97,GN,1638414697
461,Bonga,7.2833,36.2333,56.8,84,84,1.48,ET,1638414698
462,Bubaque,11.2833,-15.8333,81.59,64,100,14.52,GW,1638414698
463,Khammam,17.25,80.15,71.42,70,41,5.73,IN,1638414698
464,Ust'ye,59.6304,39.736,20.1,90,99,11.74,RU,1638414698
465,Breves,-1.6822,-50.4803,76.06,86,93,4.12,BR,1638414699
466,Port Hedland,-20.3167,118.5667,107.65,9,14,11.5,AU,1638414699
467,Tura,25.5198,90.2201,72.7,54,10,2.39,IN,1638414699
468,Luzhany,48.3649,25.7717,45.05,66,86,7.94,UA,1638414700
469,Ola,59.5833,151.2833,8.58,80,100,27.67,RU,1638414700
470,Grand-Bourg,15.8835,-61.3148,79.09,74,86,21.77,GP,1638414700
471,Trairi,-3.2778,-39.2689,79.88,78,78,8.25,BR,1638414561
472,Wanning,18.8003,110.3967,71.71,51,100,13.89,CN,1638414700
473,Roald,62.5833,6.1333,35.17,80,90,17.27,NO,1638414701
474,Otyniya,48.7377,24.8611,43.36,69,100,10.8,UA,1638414701
475,Hailey,43.5196,-114.3153,35.46,93,1,8.05,US,1638414701
476,Kurumkan,54.3,110.3,7.43,87,93,3.15,RU,1638414702
477,Lavrentiya,65.5833,-171.0,-11.22,83,0,5.93,RU,1638414702
478,Goderich,43.7501,-81.7165,39.9,95,100,25.99,CA,1638414702
479,Eureka,40.8021,-124.1637,51.93,90,0,1.99,US,1638414702
480,North Bend,43.4065,-124.2243,52.92,99,90,6.91,US,1638414703
481,Agüimes,27.9054,-15.4461,63.23,68,40,19.57,ES,1638414703
482,Mendi,-6.1761,143.6513,68.27,78,99,4.54,PG,1638414703
483,Xinxiang,35.3089,113.8672,51.12,19,0,9.24,CN,1638414704
484,Padang,-0.9492,100.3543,82.45,65,46,3.53,ID,1638414704
485,Touros,-5.1989,-35.4608,79.7,77,81,9.46,BR,1638414704
486,Puerto Madero,14.7208,-92.4215,73.6,100,1,0.0,MX,1638414704
487,Jalandhar,31.3256,75.5792,62.19,35,100,2.53,IN,1638414585
488,Kloulklubed,7.0419,134.2556,86.5,76,100,19.71,PW,1638414705
489,St. Pete Beach,27.7253,-82.7412,66.16,76,16,6.31,US,1638414705
490,Narsaq,60.9167,-46.05,30.72,98,100,16.71,GL,1638414705
491,Saquarema,-22.92,-42.5103,72.82,91,43,5.03,BR,1638414706
492,La Reforma,25.0833,-108.05,75.49,66,39,9.53,MX,1638414706
493,Grindavik,63.8424,-22.4338,37.87,93,90,35.68,IS,1638414706
494,São Lourenço da Serra,-23.8525,-46.9425,70.0,96,100,3.71,BR,1638414706
495,Nahariya,33.0059,35.0941,66.11,68,78,1.99,IL,1638414707
496,Deesa,24.25,72.1667,67.33,53,85,6.53,IN,1638414707
497,São João da Barra,-21.6403,-41.0511,71.71,94,2,7.02,BR,1638414707
498,Broken Hill,-31.95,141.4333,96.04,19,6,16.35,AU,1638414708
499,Margate,51.3813,1.3862,38.7,74,37,4.0,GB,1638414708
500,Barra de Tecoanapa,16.5167,-98.75,78.75,80,1,3.44,MX,1638414708
501,Aire-sur-la-Lys,50.6387,2.3988,42.55,90,100,18.5,FR,1638414708
502,Kisangani,0.5167,25.2,69.44,100,99,2.75,CD,1638414709
503,Quinchía,5.3396,-75.7302,56.35,98,70,2.21,CO,1638414709
504,Arrondissement de Lannion,48.75,-3.4167,45.41,65,75,11.5,FR,1638414709
505,Altea,38.5989,-0.0514,56.37,64,95,11.52,ES,1638414709
506,Conceição do Araguaia,-8.2578,-49.2647,72.05,96,100,1.12,BR,1638414710
507,Sinop Province,41.7711,34.8709,35.06,82,31,9.26,TR,1638414710
508,Teguise,29.0605,-13.564,57.42,77,0,9.22,ES,1638414710
509,Shingū,33.7333,135.9833,52.75,42,0,2.08,JP,1638414710
510,Nanzhou,29.3596,112.4024,55.54,21,4,2.62,CN,1638414711
511,Shimoni,-4.6476,39.3817,77.54,81,96,3.85,KE,1638414711
512,Fowa,8.9167,6.4,74.17,32,93,2.33,NG,1638414711
513,Bamiantong,44.9333,130.5333,23.59,77,91,12.86,CN,1638414712
514,Chabahar,25.2919,60.643,73.51,44,0,3.74,IR,1638414712
515,Vestmannaeyjar,63.4427,-20.2734,37.87,98,100,34.4,IS,1638414712
516,Norrköping,58.5942,16.1826,28.98,90,75,14.97,SE,1638414712
517,Vao,-22.6667,167.4833,76.86,78,54,16.22,NC,1638414713
518,Kaohsiung City,22.6163,120.3133,75.15,57,20,3.0,TW,1638414713
519,Hermagor,46.6272,13.3672,41.9,98,100,2.13,AT,1638414713
520,Ucluelet,48.9329,-125.5528,52.09,95,100,12.26,CA,1638414714
521,Krasnosel'kup,65.7,82.4667,2.79,95,100,13.24,RU,1638414714
522,Qui Nhon,13.7667,109.2333,73.98,83,100,20.69,VN,1638414714
523,Lagunillas,10.1301,-71.2595,77.72,81,24,5.82,VE,1638414714
524,San Cristobal,7.7669,-72.225,68.18,93,65,2.01,VE,1638414715
525,Maraã,-1.8333,-65.3667,73.18,99,100,2.44,BR,1638414674
526,Praia,14.9215,-23.5087,73.94,73,75,18.41,CV,1638414618
527,Bełchatów,51.3688,19.3567,44.29,78,100,21.65,PL,1638414715
528,Camapuã,-19.5314,-54.0439,73.69,85,14,1.5,BR,1638414715
529,Kamyshin,50.0983,45.416,29.35,90,66,8.16,RU,1638414716
530,Zhigalovo,54.8097,105.1578,16.83,90,100,1.74,RU,1638414716
531,Esterhazy,50.65,-102.0843,34.47,81,90,19.15,CA,1638414716
532,Sonoita,31.85,-112.8333,68.63,26,91,3.6,MX,1638414716
533,Lang Son,21.8333,106.7333,64.2,33,61,5.26,VN,1638414717
534,Moose Factory,51.2585,-80.6094,18.72,87,99,8.61,CA,1638414717
535,Tumpat,6.1978,102.171,77.16,88,100,10.65,MY,1638414717
536,Carroll,39.5501,-77.0164,50.31,65,90,1.01,US,1638414718
537,Binzhou,37.3667,118.0167,49.26,45,0,14.76,CN,1638414718
538,Garoowe,8.4054,48.4845,64.58,77,35,7.16,SO,1638414718
539,Maltahöhe,-24.8333,16.9833,62.17,32,77,4.41,NA,1638414719
540,Medford,42.3265,-122.8756,43.61,100,90,0.0,US,1638414672
541,Sakakah,29.9697,40.2064,55.09,75,41,8.01,SA,1638414719
542,Burns Lake,54.2331,-125.7533,32.23,90,87,7.96,CA,1638414719
543,Creel,27.75,-107.6333,46.49,70,2,1.77,MX,1638414719
544,Pokaran,26.9167,71.9167,68.9,25,73,7.0,IN,1638414720
545,Williams Lake,52.1415,-122.1445,24.22,96,100,2.1,CA,1638414720
546,Richards Bay,-28.783,32.0377,72.97,86,35,15.41,ZA,1638414720
547,Storsteinnes,69.2408,19.2344,32.0,92,100,7.16,NO,1638414721
548,Talaya,61.3833,152.75,-20.34,98,100,7.56,RU,1638414721
549,Naryan-Mar,67.6713,53.087,10.18,95,100,15.43,RU,1638414721
550,Kysyl-Syr,63.8986,122.7617,-24.21,98,99,2.62,RU,1638414722
551,Saint-Joseph,-21.3667,55.6167,74.1,81,30,11.95,RE,1638414722
552,Minnedosa,50.2453,-99.8436,35.02,84,92,20.67,CA,1638414722
553,Fairbanks,64.8378,-147.7164,-3.69,73,20,0.0,US,1638414464
554,Buraidah,26.326,43.975,61.02,22,65,11.9,SA,1638414723
555,Klaksvík,62.2266,-6.589,34.72,62,97,23.8,FO,1638414723
556,Ko Samui,9.5357,99.9357,81.19,77,41,19.46,TH,1638414564
557,Fort Nelson,58.8053,-122.7002,-13.25,100,43,2.08,CA,1638414723
558,Puerto Nariño,-3.7703,-70.3831,75.15,99,100,1.74,CO,1638414723
559,Tyubuk,56.0552,60.9405,33.44,94,100,6.15,RU,1638414724
560,Shubarshi,48.5872,57.1869,34.63,90,100,11.99,KZ,1638414724
561,Iranshahr,27.2025,60.6848,62.74,31,0,3.6,IR,1638414724
562,College,64.8569,-147.8028,-2.54,76,75,0.0,US,1638414725
563,Khovd,48.0056,91.6419,17.8,53,0,0.49,MN,1638414725
564,Ixtapa,20.7,-105.2,76.23,83,1,0.0,MX,1638414678
565,Kununurra,-15.7667,128.7333,102.18,30,100,9.22,AU,1638414725
566,Vaasa,63.096,21.6158,17.94,92,90,0.0,FI,1638414726
567,Kyzyl-Suu,42.3414,78.0056,26.91,57,2,9.75,KG,1638414726
568,Anantnag,33.7333,75.15,41.79,31,73,2.06,IN,1638414726
569,Yingkou,40.6648,122.2283,42.84,47,1,19.57,CN,1638414727
570,Bloomfield,40.8068,-74.1854,48.63,66,90,0.0,US,1638414603
571,Lundazi,-12.2929,33.1782,68.02,79,4,7.99,ZM,1638414727
572,Lawton,34.6087,-98.3903,56.73,60,1,3.44,US,1638414513
